epoch,step,wall_min,train_loss,val_acc,epoch_time,imgs_per_sec
35,100,2.8928858280181884,0.083689,,,
35,200,2.910164753595988,0.084409,,,
35,300,2.9266596992810565,0.083251,,,
35,-1,2.9522186795870464,0.083964,89.0300,4.78,10468
36,100,2.9780561566352843,0.075756,,,
36,200,2.995042955875397,0.074644,,,
36,300,3.012455153465271,0.074316,,,
36,-1,3.037153681119283,0.076508,88.2700,4.85,10319
37,100,3.0578062613805135,0.066672,,,
37,200,3.0755836606025695,0.067406,,,
37,300,3.0923821687698365,0.069957,,,
37,-1,3.117966143290202,0.069547,89.1400,4.85,10312
38,100,3.1431971311569216,0.061514,,,
38,200,3.160168488820394,0.060174,,,
38,300,3.1771517594655356,0.061711,,,
38,-1,3.2014370799064635,0.061183,88.8300,4.75,10525
39,100,3.2213172753651937,0.059978,,,
39,200,3.2388146042823793,0.059357,,,
39,300,3.2556986610094705,0.059047,,,
39,-1,3.2814895629882814,0.060555,89.4700,4.80,10410
40,100,3.3057809193929035,0.055140,,,
40,200,3.3231571197509764,0.053359,,,
40,300,3.34023353656133,0.052550,,,
40,-1,3.3652320464452106,0.053558,89.2500,4.78,10456
41,100,3.3858601212501527,0.044463,,,
41,200,3.40383372704188,0.045701,,,
41,300,3.4208118955294293,0.047256,,,
41,-1,3.4455941875775653,0.047966,89.6200,4.82,10370
42,100,3.4699539025624593,0.043571,,,
42,200,3.487894717852275,0.044786,,,
42,300,3.5050837278366087,0.044587,,,
42,-1,3.5295533458391826,0.045547,89.4400,4.78,10471
43,100,3.549579171339671,0.037546,,,
43,200,3.566539732615153,0.037373,,,
43,300,3.583117930094401,0.036941,,,
43,-1,3.6076630274454753,0.038505,89.5200,4.69,10669
44,100,3.627369964122772,0.041510,,,
44,200,3.6477406859397887,0.041100,,,
44,300,3.666183257102966,0.039029,,,
44,-1,3.692615878582001,0.039357,89.4800,5.10,9810
45,100,3.7131157477696735,0.033059,,,
45,200,3.7304940104484556,0.031762,,,
45,300,3.747859168052673,0.032273,,,
45,-1,3.772778491179148,0.033333,89.9100,4.81,10396
46,100,3.7978100021680197,0.032444,,,
46,200,3.81481245358785,0.030249,,,
46,300,3.8316888848940533,0.029600,,,
46,-1,3.855848789215088,0.029644,89.7100,4.72,10596
47,100,3.8759975910186766,0.026694,,,
47,200,3.8938831885655723,0.026293,,,
47,300,3.9111778338750205,0.026613,,,
47,-1,3.9370166341463726,0.026869,90.0000,4.87,10267
48,100,3.9616224726041156,0.024595,,,
48,200,3.9793323993682863,0.025222,,,
48,300,3.9963348627090456,0.024564,,,
48,-1,4.020643671353658,0.025402,89.7700,4.78,10468
49,100,4.041295421123505,0.024001,,,
49,200,4.058937203884125,0.022138,,,
49,300,4.0770190238952635,0.021797,,,
49,-1,4.102263271808624,0.021967,90.0500,4.90,10210
50,100,4.1256980180740355,0.020062,,,
50,200,4.142967470486959,0.021147,,,
50,300,4.160481099287669,0.021131,,,
50,-1,4.1853281656901045,0.021293,89.9000,4.74,10540
51,100,4.205421098073324,0.020332,,,
51,200,4.223331824938456,0.019361,,,
51,300,4.240347301959991,0.019408,,,
51,-1,4.264262251059214,0.018865,89.8300,4.74,10558
52,100,4.284102733929952,0.018231,,,
52,200,4.301331917444865,0.019468,,,
52,300,4.318344767888387,0.018712,,,
52,-1,4.342863527933757,0.018448,90.1200,4.72,10602
53,100,4.367554175853729,0.016606,,,
53,200,4.384007040659586,0.017940,,,
53,300,4.400985189278921,0.017498,,,
53,-1,4.426579523086548,0.017270,90.0600,4.77,10489
54,100,4.446433393160502,0.015650,,,
54,200,4.464372376600902,0.016237,,,
54,300,4.4813331405321755,0.015687,,,
54,-1,4.5066271901130674,0.016103,90.1300,4.80,10411
55,100,4.53080720504125,0.015605,,,
55,200,4.547827466328939,0.015426,,,
55,300,4.564706361293792,0.015023,,,
55,-1,4.5894473115603125,0.015235,90.2000,4.73,10580
56,100,4.614290797710419,0.015409,,,
56,200,4.63147809902827,0.015067,,,
56,300,4.650546038150788,0.014402,,,
56,-1,4.675358867645263,0.014802,90.2200,4.91,10182
57,100,4.69970364967982,0.013598,,,
57,200,4.71638085047404,0.013993,,,
57,300,4.733890513579051,0.013007,,,
57,-1,4.75978581905365,0.013541,90.2800,4.81,10394
58,100,4.784150505065918,0.015965,,,
58,200,4.801424022515615,0.013770,,,
58,300,4.818140236536662,0.013397,,,
58,-1,4.8426800012588505,0.013923,90.1700,4.73,10576
59,100,4.862367157141367,0.015148,,,
59,200,4.879031757513682,0.014341,,,
59,300,4.8959127306938175,0.014401,,,
59,-1,4.921099571386973,0.014662,90.2000,4.71,10627
60,100,4.941022777557373,0.011561,,,
60,200,4.957967019081115,0.012105,,,
60,300,4.974751687049865,0.012623,,,
60,-1,5.000496995449066,0.013280,90.1100,4.76,10496
